ip,country,city,isp,is_proxy,is_vpn,is_tor,risk_score
143.186.110.206,CA,Port Michelle,Wright-Lee,False,False,False,0.11
198.27.211.54,BR,Port Andrew,Rodriguez Inc,False,False,False,0.23
120.43.239.38,CA,Gomezhaven,"Morris, Mills and Flores",False,False,False,0.02
150.192.43.164,US,New Philip,Jones-Lee,False,False,False,0.05
206.197.131.112,BR,Zimmermanhaven,Stewart Group,False,False,False,0.02
157.51.162.176,US,Lake Johnstad,Moses-Sloan,False,False,False,0.22
193.126.176.211,CA,Port Mary,"Shaffer, Kelly and Mcclure",False,False,False,0.11
132.94.228.94,US,Valdezberg,Blackburn-Hughes,False,False,False,0.06
135.24.3.64,US,Andersonchester,"Parker, Ruiz and Padilla",False,False,False,0.04
153.44.99.226,MX,Derrickhaven,Copeland-Washington,False,False,False,0.12
99.217.225.39,US,North Lisatown,Pena Group,True,False,False,0.53
131.184.95.118,US,Melissaberg,Lopez Ltd,False,False,False,0.07
106.14.197.64,US,Port Michellestad,"Jones, Williams and Hill",True,False,False,0.88
188.63.0.204,US,Port Kevin,"Nelson, Barker and Hernandez",False,False,False,0.08
59.51.147.74,US,Robinsonbury,"Lewis, Gregory and Johnson",False,False,False,0.02
40.106.28.164,US,Andersonbury,"Ryan, Best and Smith",False,False,False,0.01
148.22.151.9,FR,Sherylhaven,Jones-Hill,False,False,False,0.08
82.30.5.221,UK,Jakestad,Freeman LLC,False,False,False,0.02
182.203.163.123,BR,East Zachary,"Bowman, Macias and Franklin",False,True,False,0.88
80.245.187.13,US,Adamborough,Johnson PLC,False,False,False,0.04
19.20.2.131,US,East Erica,"Norris, Mcmillan and Anderson",False,False,False,0.15
23.15.64.64,JP,Grahammouth,Alexander-Brown,False,False,False,0.29
31.57.224.236,UK,West Luke,"Mcintosh, Roberts and Pace",False,False,False,0.19
221.0.76.200,JP,Rodriguezbury,"Robinson, Ingram and Mcgee",False,False,False,0.34
139.120.137.231,DE,Zimmermanberg,Reed Ltd,False,False,False,0.22
101.130.101.219,CA,Lake John,Kim Group,False,False,False,0.01
12.155.188.107,CA,Kennedyborough,"Wilkerson, Cunningham and Guerra",False,False,False,0.16
113.202.110.220,JP,East Valeriestad,"Sanchez, Terry and Cox",False,False,False,0.0
133.154.40.188,BR,Laurieland,"Davis, Shepard and Lopez",False,False,False,0.08
89.15.233.224,CA,Carlyton,Love LLC,False,False,False,0.17
45.204.60.92,FR,Adamsview,Colon Ltd,False,False,False,0.11
144.47.58.119,US,East Hannah,"Smith, Brown and Soto",False,False,False,0.0
222.32.63.220,MX,Robbinsbury,Moore-Romero,False,False,False,0.06
222.69.240.35,US,Elizabethville,Guzman and Sons,False,False,False,0.2
6.250.32.221,US,North Alexis,"Williams, Brown and Henderson",False,False,False,0.05
59.36.236.47,MX,Frederickmouth,Powell-Arnold,False,False,False,0.11
25.227.222.196,US,Penabury,Hill-Fisher,False,False,False,0.03
116.151.185.104,BR,Gomezchester,"Mitchell, Short and Brown",False,False,False,0.48
182.108.26.15,IN,Davidmouth,Harris-Dudley,False,False,False,0.07
165.220.251.159,FR,Port Jessicafort,Carroll-Hughes,False,False,False,0.17
221.17.131.236,US,Kristinatown,Floyd Ltd,False,False,False,0.04
156.167.43.200,CA,Ericshire,Doyle-Black,False,False,False,0.07
74.57.112.160,US,East Mark,"Baker, Gomez and Hardin",False,False,False,0.07
170.202.182.14,CA,Davidsonbury,Sanders-Williams,False,False,False,0.02
59.127.72.93,JP,Jasonburgh,"Mathis, Williams and Jones",False,False,False,0.2
106.72.173.112,US,North Christineborough,Little-Hernandez,False,False,False,0.05
138.162.242.208,FR,Antonioport,"Long, Anderson and Green",False,False,False,0.06
165.65.54.223,JP,New Brian,"Mcdonald, Peck and Hopkins",False,False,False,0.03
188.228.88.236,FR,Mcdanieltown,Tapia Group,False,False,False,0.06
108.218.236.148,AU,Jordanfurt,Lawson-Watts,False,False,False,0.01
16.39.237.22,US,Jasonchester,"Moore, Fleming and Kelly",False,False,False,0.12
13.93.194.46,CA,West Kristin,Martin-Woods,False,False,False,0.15
41.93.174.111,AU,Port Robin,Murphy Ltd,False,False,False,0.16
25.187.195.14,CA,Weeksburgh,Woodward-Luna,False,False,False,0.1
22.40.113.151,IN,West Dana,Butler-Garcia,False,False,False,0.05
83.22.186.60,DE,Millerton,Berg-Foster,True,False,False,0.72
166.45.133.55,DE,Benderburgh,Bonilla-Munoz,False,False,False,0.13
215.221.171.245,MX,Christopherchester,"Zimmerman, Butler and Miller",False,False,False,0.1
124.233.83.163,UK,Port Craig,Stephens Inc,False,False,False,0.1
140.51.5.5,US,Taylorshire,Ballard Ltd,True,False,False,0.84
31.205.126.177,FR,Lake Tara,"Roman, Davis and Nunez",False,False,False,0.02
104.113.225.132,US,South Jasonhaven,White-Smith,False,False,False,0.09
113.151.42.236,US,Edwinland,Allen Group,False,False,False,0.23
146.161.50.215,UK,New Angelaland,Washington and Sons,False,False,False,0.05
91.74.233.3,US,Lopezville,Dean PLC,False,False,False,0.19
215.214.24.213,US,Lake Kerrifort,"Flores, Strong and Terry",False,False,False,0.01
64.93.112.210,US,Lake Bonnieland,Bennett-Cooper,False,False,False,0.01
173.100.176.6,US,Melissahaven,Scott and Sons,False,False,True,0.79
223.100.5.55,IN,West Robinmouth,Higgins-Torres,False,False,False,0.19
67.191.208.74,DE,Smithfort,Patel and Sons,True,False,False,0.69
170.54.129.154,US,New Johnhaven,Callahan PLC,False,False,False,0.13
39.76.77.67,BR,Port Jamie,James Ltd,False,False,False,0.07
77.189.143.254,US,West Heidi,"Hall, Vega and Webster",False,False,False,0.02
152.153.176.84,CA,West Dylan,Henson Inc,False,False,False,0.19
91.242.31.64,IN,Elliottport,Rice Ltd,False,False,False,0.24
110.46.51.208,AU,Frazierville,"Todd, Morales and Wagner",False,False,False,0.14
167.126.20.123,UK,Doyletown,Flores LLC,False,False,False,0.02
12.26.253.166,US,South Scott,Jackson Inc,False,False,False,0.09
85.161.239.20,JP,Lake Mercedes,Dougherty-Smith,False,False,False,0.0
81.252.25.75,CA,North Elizabethtown,Morris-Flores,False,False,False,0.05
10.158.254.51,AU,Robertfort,Brown-Harrington,False,False,False,0.3
119.59.188.176,UK,Williamstown,"Pena, Perez and Johnson",False,False,False,0.25
50.210.201.83,US,West Sarahbury,Murphy-Huang,True,False,False,0.61
21.58.189.202,CA,Jacksonmouth,Spears and Sons,False,False,False,0.02
1.60.80.234,BR,East Alex,Davis and Sons,False,False,False,0.19
174.11.129.239,IN,South Paulafurt,"Johnson, Blackwell and Carlson",False,False,False,0.05
83.97.224.52,JP,South Leroyland,"Harrison, Reeves and Nelson",False,False,False,0.09
161.107.96.236,AU,Williamsfurt,Fernandez-Crosby,False,False,False,0.02
1.207.162.205,FR,Lake Diane,Shannon LLC,False,False,False,0.06
16.206.195.201,US,Cynthiaside,"Miller, Wright and Mcgrath",False,False,False,0.08
135.244.123.147,BR,Port Stacyview,Hale-Porter,False,False,False,0.12
29.80.162.11,IN,New Michelleberg,Cunningham-Rojas,False,False,False,0.08
20.231.168.101,AU,South Robertmouth,Frederick Group,False,False,False,0.11
177.72.173.215,UK,East Elizabeth,"Smith, Padilla and Bell",True,False,False,0.78
42.96.224.0,UK,Stevensberg,Atkins-Chandler,False,False,False,0.18
150.156.175.101,AU,New Joseph,"Peters, Bowers and Ward",False,False,False,0.05
30.172.175.40,UK,New Cathy,Lewis Ltd,False,False,False,0.21
129.4.113.209,UK,Lake Rachel,Shannon PLC,False,True,False,0.89
153.168.20.232,US,Gonzalezhaven,Cannon-Mitchell,False,False,False,0.15
123.163.169.47,US,New Angela,Sharp-Long,False,False,False,0.05
79.88.0.115,BR,New Jessicachester,"Gibson, Martin and Maddox",False,False,False,0.02
115.156.169.154,IN,Port Larry,Crosby Ltd,True,False,False,0.72
70.173.215.167,US,Colemanbury,Chan-Wilson,False,False,False,0.03
89.126.176.202,FR,West Nicole,Thompson-Russo,False,False,False,0.04
58.218.144.119,UK,East James,Johnson-Hill,False,False,False,0.08
39.128.24.119,BR,Jamesport,Miller Inc,False,False,False,0.09
48.245.96.182,BR,Victoriamouth,May-Jackson,True,False,False,0.57
147.39.114.79,FR,Port Colleen,Gray-Wagner,False,False,False,0.12
71.30.156.242,JP,South Joshuafort,"Bishop, Barrera and Guerrero",False,False,False,0.09
111.19.21.201,UK,West Scott,Morris Ltd,False,False,False,0.04
39.145.126.27,BR,Johntown,Marshall Inc,False,False,False,0.1
36.209.159.159,CA,Port Joshua,"Thompson, Mcdaniel and Young",False,False,False,0.1
202.87.208.251,US,Markborough,Johnson PLC,False,False,False,0.15
89.227.92.40,BR,Rebeccabury,"Mendoza, Bowman and Petersen",False,False,False,0.2
206.119.227.10,US,Lake Brandon,"Jones, Adams and Perry",False,False,False,0.07
56.233.147.255,AU,Lake Anthonychester,Brady LLC,False,False,False,0.05
212.180.131.8,US,New Robertaton,Morgan-Coleman,False,False,False,0.1
27.51.43.96,CA,North Danielburgh,Smith-Acosta,False,False,False,0.09
66.210.136.129,JP,West Kathleenburgh,Martin-Hebert,False,False,False,0.11
163.161.30.110,CA,North Sara,Spencer Inc,False,False,False,0.12
185.115.144.22,US,West Benjamin,Montgomery-Hines,False,False,False,0.07
12.46.39.234,MX,North Sarah,"Jones, Miller and Massey",False,False,False,0.08
120.28.88.101,US,Walkerfort,Wright PLC,False,False,False,0.02
86.167.92.20,CA,Genemouth,"George, Camacho and Nelson",False,False,False,0.08
155.244.206.140,UK,Port Rachael,"Hubbard, Gordon and Watkins",False,False,False,0.01
63.238.46.174,BR,Andrewsside,Price Group,False,False,False,0.26
19.48.200.142,CA,West Brendaview,"Chambers, Garcia and Smith",False,False,False,0.11
163.173.156.92,BR,East Matthewchester,"Johnson, Anderson and Kelly",False,False,False,0.22
152.132.42.200,FR,Moranchester,Howard Ltd,False,False,False,0.09
220.145.200.131,CA,South Markland,Miller Inc,False,False,False,0.02
56.236.65.106,US,Lake Derrick,Roberson-Mitchell,False,False,False,0.03
10.23.42.127,US,Michaelport,Shaw PLC,False,False,False,0.32
55.231.112.218,UK,West Eric,Davidson-Ruiz,False,False,False,0.02
186.150.86.181,UK,Port Sethchester,"House, Ayala and Morris",False,False,False,0.07
24.16.113.131,CA,Jessicaberg,Jones-Jackson,False,False,False,0.05
206.82.210.26,CA,Ellisshire,"Williams, Keller and Trujillo",False,False,False,0.01
169.122.244.151,CA,New Joshua,"Hodges, Gay and Murphy",False,False,False,0.03
101.203.121.32,DE,Scottshire,"Jensen, Thomas and Wilkins",False,False,False,0.07
123.128.82.33,IN,North Annland,Hudson-Miller,False,False,False,0.01
126.212.103.78,CA,Terrymouth,Hood PLC,False,False,False,0.29
76.232.235.161,BR,Brooksbury,Martin-Mitchell,False,True,False,0.87
59.204.251.154,UK,North Joseph,"Gomez, Johnson and Gibbs",False,False,False,0.0
123.66.204.153,CA,North Alisonfort,"Crawford, Cole and Boyd",False,False,False,0.32
214.8.245.242,US,Lake William,Garcia-Best,False,False,False,0.24
28.78.147.207,CA,East Jamesbury,Wagner LLC,False,False,False,0.05
126.154.76.25,FR,South Denise,Brown-White,False,False,False,0.08
140.191.246.178,MX,East Thomasside,"Williams, Moore and Kerr",False,False,False,0.03
154.151.158.219,IN,Hardychester,Ayers-Logan,False,False,False,0.15
118.168.23.63,CA,Kathymouth,Collins-Bailey,False,False,False,0.08
131.185.25.119,UK,West Rachel,"Rodriguez, Rivera and Valencia",True,False,False,0.48
102.113.180.71,US,North Donaldborough,"Edwards, Harris and Carson",False,False,False,0.08
97.254.244.21,US,Lake Sophia,Harris Ltd,False,False,False,0.17
52.39.86.113,US,Julietown,Johnson-Bennett,True,False,False,0.66
29.133.211.127,CA,South Scottville,Chen-Martinez,False,False,False,0.05
62.143.142.103,DE,Moorechester,Hart-Sanchez,False,False,False,0.01
157.0.171.154,CA,Wrightburgh,"Campbell, Kim and Murphy",False,False,False,0.03
219.9.58.172,IN,Lake Arthur,Yang LLC,False,False,False,0.15
157.13.134.253,US,Tateburgh,Payne-Herrera,False,False,False,0.06
147.53.193.54,DE,Stephaniefurt,"Hardy, Weber and Jones",False,False,False,0.13
57.48.121.212,CA,Yeseniachester,Saunders-Thomas,False,False,False,0.05
68.164.170.3,US,Geoffreyberg,"Fox, Simpson and Diaz",False,False,False,0.07
16.76.121.235,US,New Briannafort,"Watts, Duran and Martinez",False,False,False,0.22
34.200.129.208,MX,South Tracy,"Benton, Mckee and Paul",False,False,False,0.04
131.170.187.196,CA,Elizabethmouth,Mccullough-Johnson,False,True,False,0.72
118.198.18.177,US,Lake Johnchester,Walker LLC,False,False,False,0.02
180.20.128.125,UK,South Nicolestad,Morris-Thompson,False,False,False,0.03
43.119.184.179,DE,Port David,"Webster, Burns and Nolan",False,False,False,0.16
219.92.160.57,US,South Rebeccafurt,"Walls, Jones and Howard",False,False,False,0.12
84.206.117.92,CA,Marychester,Heath Group,False,False,False,0.03
192.71.170.24,US,Villabury,King-Fowler,False,False,False,0.11
151.182.52.36,AU,Davidchester,Boyer Inc,False,False,False,0.04
103.86.62.21,IN,Joyceburgh,Green LLC,False,False,True,0.74
13.248.152.255,IN,Lawsonland,"Anderson, Rush and Davidson",False,False,False,0.12
222.110.255.86,DE,Angelafurt,"Tucker, Torres and Olson",False,False,False,0.08
154.34.114.138,FR,North Ashley,Brown and Sons,False,False,False,0.05
144.161.185.0,US,South Ashley,White LLC,False,False,False,0.06
40.133.123.131,JP,North Shelly,Webb Group,False,False,False,0.09
88.253.47.3,MX,North Karen,Duncan PLC,False,False,False,0.07
112.69.140.19,MX,Elizabethbury,Smith-French,False,False,False,0.01
99.78.74.126,US,West Robert,Davidson LLC,False,False,False,0.1
28.135.237.205,US,Gabrielhaven,Mcbride-Smith,False,False,False,0.03
209.33.118.78,US,Port Julie,Harris-Robinson,False,False,False,0.0
43.36.178.9,US,Torresfurt,Goodman LLC,False,False,False,0.22
142.172.84.211,UK,Maryland,Hawkins Ltd,False,False,False,0.01
79.138.155.2,US,Lake Meganshire,Wagner-Mercer,False,False,False,0.01
149.110.8.49,FR,Lake Tammy,Mckinney Inc,False,False,False,0.38
9.65.244.63,CA,Washingtontown,Walsh Group,False,False,False,0.11
57.27.41.188,MX,Timothyhaven,Santos and Sons,False,False,False,0.01
201.78.51.188,MX,Matthewborough,Rowland Group,False,False,False,0.13
184.230.6.161,AU,Port Jeffreystad,Reed Ltd,False,False,False,0.02
134.227.213.68,UK,East Jennifer,"Cooper, Bruce and West",False,False,False,0.01
38.71.252.88,US,Brandonbury,Wood PLC,False,False,False,0.02
3.211.6.249,US,East Jacquelinefurt,Hernandez-Sweeney,False,False,False,0.06
161.39.238.139,MX,Ernesthaven,Romero and Sons,False,False,False,0.08
210.92.223.115,US,Davidshire,Alexander-Gutierrez,False,False,False,0.04
113.91.190.66,FR,Vincentmouth,Combs-Taylor,False,False,False,0.06
202.198.1.89,BR,Port Ashleymouth,"Adams, Hickman and Estrada",False,False,False,0.06
212.49.123.79,FR,Annaview,"Osborne, Lopez and Phelps",False,False,False,0.22
186.60.32.200,MX,Castillochester,Jones-Keith,False,False,False,0.13
53.193.132.160,UK,Port Jillianton,"Jacobson, Rosales and Terry",False,False,False,0.04
190.49.248.138,CA,East Sophia,"Terry, Dudley and Mueller",False,False,False,0.05
202.96.100.216,US,Romanville,"Deleon, Miller and Walsh",False,False,False,0.09
38.201.241.248,US,Emilychester,Thornton Group,False,False,False,0.05
199.224.110.56,US,North Elizabeth,Barrera and Sons,False,False,False,0.05
4.205.52.138,IN,East Alexandershire,"Simmons, Phelps and Patterson",False,False,False,0.17
16.142.247.163,US,Lake Scott,Schroeder-Gordon,False,False,False,0.11
62.233.175.219,JP,South Danielleshire,"Horton, Bailey and Hopkins",False,False,False,0.05
25.47.31.154,UK,New Ricky,Johnson-Green,False,False,False,0.1
102.249.216.46,US,South Johntown,"Shah, Vang and Nelson",False,True,False,0.86
223.216.77.182,DE,Lake Donna,Holmes-Shaw,False,False,False,0.12
74.75.1.124,US,Jasonville,Ponce and Sons,False,False,False,0.02
171.173.164.149,IN,West Joseph,Waters-Kline,False,False,False,0.13
1.26.126.211,CA,Alexisland,Hughes-Collier,False,False,False,0.1
176.106.118.207,AU,North Chadshire,"Brown, Small and Johnson",False,False,False,0.01
13.31.165.78,CA,Philipbury,"Parker, Crawford and Sanchez",False,False,False,0.13
183.108.91.68,BR,New Cassandraville,Rodriguez PLC,False,False,False,0.12
201.131.8.192,CA,Jonesbury,Rodriguez Inc,False,False,False,0.08
48.51.26.123,CA,West Crystal,Miller PLC,False,False,False,0.05
98.211.181.24,UK,Michelletown,"Carter, Stanley and Campbell",False,False,False,0.07
60.179.232.133,IN,Lake Feliciaberg,Grant Ltd,False,False,False,0.12
157.247.249.142,US,Phelpston,"Hughes, Martin and Luna",False,False,False,0.07
210.69.232.100,DE,Port Stacy,Smith-Lewis,False,False,False,0.05
7.176.103.207,JP,Kellyborough,Rice PLC,False,False,False,0.22
42.79.34.69,US,Lake Cindy,"Fuentes, Thornton and White",False,False,False,0.02
114.171.100.186,UK,South Davidport,"Miller, Nguyen and Walker",False,False,False,0.07
94.18.232.25,US,Brownmouth,Sullivan-Chavez,False,False,False,0.05
136.160.34.10,US,Port Jeremyberg,"Cordova, Ritter and Flores",False,False,False,0.06
125.110.26.43,DE,East Erin,Clark Inc,False,False,False,0.03
31.109.249.54,FR,New Monicaburgh,Malone-Kennedy,False,False,False,0.01
53.220.213.158,CA,Brownfurt,Johnston-Perry,False,False,False,0.06
134.16.76.23,US,Lesliemouth,Cannon-Kelly,False,False,False,0.05
195.48.77.155,US,Port Marcus,"Barnes, Bridges and Munoz",False,False,False,0.22
151.97.20.148,FR,Port Saraville,Fitzgerald-Alvarez,False,False,False,0.0
165.130.84.130,DE,West Steveport,"Fisher, Kaiser and Banks",False,False,False,0.03
128.151.122.46,US,New Jill,Villarreal and Sons,False,False,False,0.18
17.239.225.176,US,Port Todd,"Benton, Williams and Dorsey",False,False,False,0.07
187.2.227.102,US,Harrisbury,Waters PLC,False,False,False,0.25
117.192.199.199,CA,West Kayla,Brown-Jones,False,False,False,0.12
180.69.113.26,UK,Leeside,Colon and Sons,False,False,False,0.1
203.165.53.65,US,Davisville,"Fox, Powers and Mejia",False,False,False,0.26
220.23.54.129,JP,Benjaminview,Butler-Trujillo,False,False,False,0.0
129.146.206.224,BR,Lake Angela,"Chaney, Harrison and Todd",False,False,False,0.02
38.36.148.207,FR,North Laura,White PLC,False,False,False,0.22
75.62.175.52,MX,East William,"Smith, Crosby and Duarte",False,False,False,0.2
97.236.219.119,US,Mikaylaville,"Ward, Peterson and Ramirez",False,False,False,0.04
47.76.95.186,UK,West Katieton,Reed and Sons,False,False,False,0.05
102.162.81.84,US,South Thomas,Contreras-Pitts,False,False,False,0.05
60.151.255.91,UK,Wardville,Clayton-Gordon,False,False,False,0.03
133.233.135.148,IN,East Kimberly,Brown-Butler,False,False,False,0.05
218.10.16.245,DE,Carterborough,Gonzales-Williams,False,False,False,0.07
101.87.10.10,JP,Amyburgh,"Harper, Curtis and Roberts",False,False,False,0.08
205.181.46.238,DE,Clarkfurt,Sanchez PLC,False,False,False,0.11
38.153.165.94,US,Moorefurt,Palmer Inc,False,False,False,0.02
207.61.230.240,DE,Charlottehaven,Patton-Contreras,False,False,False,0.05
133.199.142.36,CA,Romanbury,Castaneda-Zimmerman,False,False,False,0.22
113.133.48.216,MX,Lake Stephanieville,Jenkins-Mack,False,False,False,0.13
106.76.128.148,US,Michaelmouth,Jones-Christensen,False,False,False,0.01
28.27.139.157,JP,East Patty,Jones-Monroe,False,False,False,0.31
14.212.242.245,US,North Patrickchester,"Williams, Keller and Brown",False,False,False,0.09
217.122.108.91,MX,Garzaville,Green-Keller,False,False,False,0.05
9.177.251.9,FR,Vanceberg,Ramirez-Brandt,False,False,False,0.04
63.118.123.1,MX,Luisfort,Charles and Sons,False,False,False,0.0
17.202.147.15,UK,Lake Joshua,Schroeder PLC,False,False,True,0.72
48.69.136.9,BR,South Charlesland,"Buckley, Mcdaniel and Avila",False,False,False,0.06
79.155.198.247,CA,West Danielletown,Hamilton-Davis,False,False,False,0.01
115.142.217.108,US,Port David,Scott PLC,False,False,False,0.03
36.57.36.128,CA,New Samantha,"Neal, Carter and Chang",False,False,False,0.03
106.224.225.166,CA,West Kristiburgh,Hicks Ltd,False,False,False,0.12
92.48.242.31,UK,Kelleyville,Butler Group,False,False,False,0.02
34.233.66.68,BR,Katherinefort,"Perez, Marquez and Ramirez",True,False,False,0.41
116.185.189.29,US,North John,"Christensen, Diaz and Harmon",False,False,False,0.07
28.183.197.217,BR,Port Teresa,"Hall, Horne and Phillips",False,False,False,0.22
28.147.84.124,BR,Jonathanshire,"Adams, Cameron and Hart",False,False,False,0.03
176.156.240.157,DE,East Tricia,"Jenkins, Scott and Davis",False,False,False,0.13
136.49.213.164,CA,New Luistown,Villegas-Molina,False,False,False,0.06
207.246.241.86,DE,West Brendamouth,Hawkins and Sons,False,False,False,0.06
19.90.76.52,IN,New Brettview,Scott-Armstrong,False,False,False,0.18
132.151.25.150,MX,Martinezview,"Smith, Gonzalez and Scott",False,False,False,0.06
12.110.194.164,CA,Riverafort,Mendoza LLC,False,False,False,0.03
32.80.122.188,IN,Taylorfurt,Blair-Saunders,False,False,False,0.06
121.47.16.4,US,New Danieltown,Graham PLC,False,False,False,0.0
10.118.43.233,BR,Maryberg,"Gregory, Richards and Campbell",False,False,False,0.05
115.243.252.39,BR,Daryltown,Foster Ltd,False,False,False,0.07
30.29.245.21,UK,Davidchester,Castro-Valentine,False,False,False,0.08
113.148.15.6,US,Gonzalezfort,"Jones, Edwards and Green",False,False,False,0.24
115.231.218.67,MX,Cruzview,Bishop PLC,False,False,False,0.17
183.11.253.92,US,East Stephaniestad,Greene and Sons,False,False,False,0.17
86.32.95.147,US,East Carol,"Copeland, Hobbs and Roberts",False,False,False,0.12
80.64.220.161,UK,Houstonport,Good-Nelson,False,False,False,0.27
103.204.81.12,CA,Johnsonshire,"Williams, Bird and Ellis",False,False,False,0.01
151.85.129.250,US,Davilamouth,"Mendoza, Hayes and Lynch",False,False,False,0.15
177.0.144.218,DE,Port Gloria,Cooper and Sons,False,False,False,0.11
4.197.199.4,AU,New Michelletown,Patrick-Thornton,False,False,False,0.03
195.65.77.74,BR,Weberview,Johnson Ltd,False,False,False,0.01
167.77.17.100,US,Phamchester,"Chapman, Hughes and Hunter",False,False,False,0.01
115.244.185.80,DE,Kathrynville,Baker LLC,False,False,False,0.16
198.235.105.140,US,Fitzpatrickville,Cruz Group,False,False,False,0.03
4.136.141.90,FR,Port Kayla,Martin Group,False,False,False,0.02
42.136.226.246,JP,Barbarashire,Weber Group,False,False,False,0.17
146.179.118.19,IN,Lake Heatherside,Liu-Lee,False,False,False,0.09
81.204.101.49,JP,South Rachel,Martinez LLC,False,False,False,0.16
1.252.240.14,CA,South Lorrainechester,"Davenport, Scott and Mckinney",False,False,False,0.12
125.56.193.135,CA,North Brianview,Mueller LLC,False,False,False,0.02
79.66.161.7,CA,North Jessicaport,Wallace PLC,False,False,False,0.24
110.147.246.221,FR,East Jessica,"Stanley, Rivera and Conner",False,False,False,0.01
22.152.163.68,AU,Jonathanshire,"Washington, Carson and Greene",False,False,False,0.04
94.191.137.202,DE,Port Robert,"Holloway, Morris and Hill",False,False,False,0.16
15.98.16.222,IN,Lake Todd,Kent Ltd,False,False,False,0.08
97.36.155.192,US,Deborahshire,Flynn Ltd,False,False,False,0.05
26.92.172.41,CA,Lake Richard,"Rodriguez, Roberts and Walker",False,False,False,0.0
121.67.47.117,IN,Nicholaston,Carter and Sons,False,False,False,0.1
57.101.235.228,AU,Marshallberg,Frank-Smith,False,False,False,0.01
197.202.161.50,CA,Garciachester,Figueroa LLC,False,False,False,0.05
50.235.151.92,US,Lake Stephen,"Le, Rangel and Watts",False,False,False,0.03
9.156.110.250,IN,Kerrchester,Sanders-Fitzpatrick,False,False,False,0.06
168.224.118.96,JP,East Joannaport,Sampson Group,False,False,False,0.19
148.99.104.51,UK,Wendyview,Martinez-Barnes,False,False,False,0.03
61.233.196.226,BR,Lake Bradley,Graham Inc,False,False,False,0.18
134.225.69.16,CA,Jenniferstad,Alvarado and Sons,False,False,False,0.03
215.154.19.140,CA,Anthonyfort,Davis and Sons,False,False,False,0.1
160.227.3.17,US,Reyeschester,Cordova-Mitchell,False,False,False,0.02
43.112.205.166,JP,Ericville,"Huffman, Levine and Ramirez",False,False,False,0.06
114.170.168.107,US,Mcintyremouth,"Wade, Diaz and Preston",False,False,False,0.11
193.16.101.55,US,Shawnburgh,Walker Group,False,False,False,0.01
53.67.143.25,UK,Dennisville,Wilson-Alexander,False,False,False,0.03
159.218.189.249,US,West Tamaraburgh,"Shah, Johnson and Ross",False,False,False,0.15
216.138.190.119,US,Christopherborough,Hebert-Willis,False,False,False,0.19
148.89.132.136,CA,Carlsonfurt,Edwards Inc,True,False,False,0.55
43.249.56.201,DE,Elizabethland,Miller-Mcbride,False,False,False,0.06
151.63.47.206,DE,Port Brendafort,"King, Cook and Jones",False,False,False,0.04
22.85.20.3,UK,Kathyview,Moreno-Smith,False,False,False,0.02
159.133.85.102,DE,Wattsville,Hurley Group,False,False,False,0.11
56.27.247.186,MX,West Edgarchester,Wright-Burnett,False,False,False,0.06
168.133.254.217,US,Williamshaven,Baird Inc,False,False,False,0.09
124.110.188.96,CA,New Jennifer,Gilbert PLC,False,True,False,0.66
80.17.137.38,US,South Kayla,Spencer-Duran,False,False,False,0.0
166.109.250.63,AU,South Karenbury,Luna PLC,False,False,False,0.33
32.195.71.161,MX,Melissahaven,Payne LLC,False,False,False,0.01
98.66.206.23,UK,West Virginiaside,"Rodriguez, Griffith and Williams",False,False,False,0.0
192.39.21.89,FR,Susanhaven,"Colon, Reynolds and Pham",False,False,False,0.1
134.195.39.179,CA,North Colton,"Perry, Turner and Johnson",False,False,False,0.01
203.147.56.219,IN,West Rebecca,Gallegos-Parsons,False,False,False,0.05
10.98.111.208,MX,Ashleeborough,Waters-Williams,False,False,False,0.04
144.220.134.141,MX,Carolburgh,Smith-Lane,False,False,False,0.01
113.67.186.39,CA,Juliestad,Schmitt-Gomez,False,False,False,0.08
188.128.247.181,FR,Travishaven,"Davis, Johnson and Whitney",False,True,False,0.72
168.155.61.220,FR,New Ashley,Roberts-Garcia,False,False,False,0.18
56.173.252.84,IN,Lake Jasmine,"Rich, Lee and Barron",False,False,False,0.03
168.11.194.82,AU,Ferrellview,"Werner, Tran and Burns",False,False,False,0.07
75.237.37.97,IN,Garciaborough,"Delacruz, Diaz and Franco",False,False,False,0.04
26.66.80.54,UK,Wilsontown,"Morris, Gordon and Ray",False,False,False,0.04
209.40.8.77,US,West Joseph,Pittman-Leonard,False,False,False,0.07
13.165.91.74,UK,New Georgechester,"Reyes, James and Gonzalez",False,False,False,0.09
154.139.222.24,US,South Ryan,Taylor Group,False,False,False,0.04
75.35.25.10,US,Petersonview,Patel PLC,False,False,False,0.02
195.225.150.48,AU,East Rebeccaberg,"Smith, Valencia and Crawford",False,False,False,0.16
50.244.243.52,US,Mikaylatown,Curry Ltd,False,False,False,0.11
121.201.34.59,DE,Elizabethview,Mcknight Ltd,False,False,False,0.09
132.175.177.101,CA,Lake Jaybury,"Graves, Wilcox and Reynolds",False,False,False,0.01
194.51.34.190,US,Hendersonfort,"Scott, Olson and Walters",False,False,False,0.26
179.31.123.22,BR,Lake Moniqueport,Arnold PLC,False,False,False,0.15
119.126.14.8,US,South Andrew,Day Group,False,False,False,0.07
187.16.187.73,MX,East Michelle,"Randolph, Thomas and Nguyen",False,False,False,0.13
205.9.145.92,IN,West David,Woods-Carrillo,False,False,False,0.0
